ID,State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) "
900-4251,900,5/12/2022,23.3,20.1,23.4,29.5,21.9,20,-3.7,24.2,25.6
2500-4252,2500,5/12/2022,23.5,13.6,9.43,38.7,19.2,38.6,-6.59,28.2,36.8
3400-4253,3400,5/12/2022,24.4,20,41.9,38.8,15.5,21.4,16.7,24.4,32.2
3600-4254,3600,5/12/2022,24.1,14.6,21,29.2,18.7,17.7,9.02,25.9,31.5
4400-4255,4400,5/12/2022,18,-7.67,-8.73,24.2,9.45,29.5,60,20.9,30.6
900-4256,900,5/13/2022,23.5,21.9,22.7,27.3,22.1,13.7,-4.17,23.9,24.9
2500-4257,2500,5/13/2022,24.5,14.5,7.68,40.1,19.5,37.1,-4.96,28.6,37.3
3400-4258,3400,5/13/2022,25.8,22.3,43,41.2,16.3,22.9,16,26.3,35.1
3600-4259,3600,5/13/2022,26.1,16.7,20,32,19.4,20,8.62,27.7,34.2
4400-4260,4400,5/13/2022,24.6,-11,6.05,27.5,8.02,39.2,60.9,25.5,41.4
900-4261,900,5/14/2022,22.4,24.5,26,26.9,18.4,13.3,6.44,24.3,27.9
2500-4262,2500,5/14/2022,23.7,16,6.57,36.5,15.2,32.2,1.78,27.2,38.9
3400-4263,3400,5/14/2022,26.5,26.3,39.1,41.4,14.7,26.7,16.5,26.6,37
3600-4264,3600,5/14/2022,25.6,18.6,15.1,32.7,16.9,19.6,9.36,26.8,34.6
4400-4265,4400,5/14/2022,27.6,-5.71,11.1,31.2,6.27,49,75.5,26.4,45.4
900-4266,900,5/15/2022,23.3,24.2,26.8,30.7,21.5,11.1,7.75,28.3,32.4
2500-4267,2500,5/15/2022,24.4,12.5,6.99,40.4,19.7,29,5.56,32.3,44.9
3400-4268,3400,5/15/2022,25.7,24.5,30.9,43.3,15.8,23.8,16.6,28.6,39.8
3600-4269,3600,5/15/2022,26.3,16.1,14,36.5,19.2,13.6,9.91,30.2,39
4400-4270,4400,5/15/2022,30.1,-7.65,25.2,34.2,7.87,58.7,88.4,32.8,57.7
900-4271,900,5/16/2022,24,24.8,28.1,33.6,22.2,7.67,10.2,30.6,35.7
2500-4272,2500,5/16/2022,25.9,13.8,14.3,42.6,19.9,24.6,6.83,34,48.1
3400-4273,3400,5/16/2022,25.7,21.6,31.5,44.9,16.8,23.3,15.9,30.3,42.1
3600-4274,3600,5/16/2022,26.7,15.5,16.1,37.6,19.6,14.1,12,30.3,38.9
4400-4275,4400,5/16/2022,33.6,-7.12,17.3,29.5,9.17,84.7,46.9,32.7,56
900-4276,900,5/17/2022,23.2,22.8,28.6,37.9,21.8,11.3,14.2,32.2,38.8
2500-4277,2500,5/17/2022,26.6,12.8,14.4,48,20.5,21.6,5.82,36.4,52.6
3400-4278,3400,5/17/2022,25.9,21.3,29.1,47.1,18,22,17.1,31.9,44.2
3600-4279,3600,5/17/2022,27.5,14.4,20,41,20.6,15.7,14.6,32,41.2
4400-4280,4400,5/17/2022,32.7,-13.8,36,44,8.23,75.6,49.4,35.8,64.5
900-4281,900,5/18/2022,23.4,24.5,36.4,43.5,25.8,3.66,14.4,33.8,38.8
2500-4282,2500,5/18/2022,28.3,13,18.2,51,23.9,18,6.11,39.5,55.4
3400-4283,3400,5/18/2022,28.2,22.4,27.7,53.9,21.3,22,19,36.8,50.5
3600-4284,3600,5/18/2022,29,14.9,23.7,44.8,23.6,12.6,12.5,34.9,44
4400-4285,4400,5/18/2022,35.9,-14.3,38.1,52.3,9.68,28.8,41,46.1,84.7
900-4286,900,5/19/2022,23.8,28.7,24.4,42.3,23,7.78,15.7,31.8,37.2
2500-4287,2500,5/19/2022,26.7,14.6,15.8,48.1,21.5,14.5,6.95,35.6,49.8
3400-4288,3400,5/19/2022,27,26.2,22.3,50.7,19.4,18.7,19.2,34,46.8
3600-4289,3600,5/19/2022,28.6,18,24,43.5,21.3,10.9,15.2,32.7,42
4400-4290,4400,5/19/2022,39.6,-9.33,27.1,48.4,7,13.4,83.3,43.2,82.3
900-4291,900,5/20/2022,24,31.2,22.3,44.4,23.9,10.3,10,32.2,37.3
2500-4292,2500,5/20/2022,26.8,14.3,10.7,48.4,21.4,17.1,8.66,37.1,53.1
3400-4293,3400,5/20/2022,26.1,25.5,22.5,49.3,19,15,19,33,45.2
3600-4294,3600,5/20/2022,27.4,18,21.9,43.4,19.8,10.9,15.8,31.5,40.9
4400-4295,4400,5/20/2022,35.1,-5.67,5.86,50.4,10.1,8.83,103,43.7,79.6
900-4296,900,5/21/2022,22.9,28.5,21.1,40.9,25.1,7.64,6.92,31.3,35.1
2500-4297,2500,5/21/2022,26.2,13.7,15.5,47.1,21.5,16.9,12.3,36.1,50.7
3400-4298,3400,5/21/2022,24.8,23.3,23,46.6,18.4,12.6,18.9,31.8,43.5
3600-4299,3600,5/21/2022,26.9,17.9,20.2,40.5,19.1,11.4,16.5,30.2,39.1
4400-4300,4400,5/21/2022,30.2,-6.07,4.06,37.1,8.42,14.9,79.1,35.1,62.3
900-4301,900,5/22/2022,22.5,28.5,20.5,38.2,23.4,12,6.23,29.3,32.9
2500-4302,2500,5/22/2022,25.4,13.2,20.1,43.7,18.7,24.9,11.3,32.3,45.8
3400-4303,3400,5/22/2022,25.7,22.2,29.1,45.6,17.6,16.4,21.6,31.3,43.3
3600-4304,3600,5/22/2022,27.2,18,22.5,39.5,18.7,11.4,16.8,29.5,38.2
4400-4305,4400,5/22/2022,25.8,-6.34,-3.02,37.8,7.66,26.3,44.3,32,56.3
900-4306,900,5/23/2022,21.8,28.4,17.9,38,23.1,5.3,4.78,28.8,32.3
2500-4307,2500,5/23/2022,24.3,12.2,18.2,40.9,17.1,27.7,10.9,28.4,39.3
3400-4308,3400,5/23/2022,25.8,22.9,33.8,43,15.5,15.8,21.8,29.5,41.7
3600-4309,3600,5/23/2022,26.1,17.1,20.1,37.5,16.7,9.32,15.7,27.1,35.4
4400-4310,4400,5/23/2022,24.2,-5.23,-6.72,39.2,8.85,34.1,50.7,31.4,53.8
900-4311,900,5/24/2022,22.6,29.7,17.8,33.4,23.1,-0.225,9.14,25.9,27.7
2500-4312,2500,5/24/2022,23.3,12.8,20.9,32.7,14.4,30.1,11.5,24.5,34.3
3400-4313,3400,5/24/2022,24.7,21.8,39.1,39.9,10.6,16.2,19.9,25.7,39
3600-4314,3600,5/24/2022,24.7,17.6,16.5,32.8,13.4,8.69,13.8,23.1,30.9
4400-4315,4400,5/24/2022,24.3,3.8,9.6,22.3,8.16,40.9,18.6,26.3,43.3
900-4316,900,5/25/2022,22.1,30.3,13.3,29.7,19.2,4.21,7.16,23.8,26.6
2500-4317,2500,5/25/2022,22.3,13.5,19.6,27.9,12.3,40.5,8.42,21.1,29.5
3400-4318,3400,5/25/2022,24,23,44.4,36.6,8.74,21.8,18.6,22.7,35
3600-4319,3600,5/25/2022,24.5,20.7,16.5,31.1,12.1,15,16.7,20.9,27.9
4400-4320,4400,5/25/2022,25.1,8.44,7.16,25.8,4.99,91.2,47.2,22.9,40.1
900-4321,900,5/26/2022,22.7,34,17.3,31.6,22.5,0.16,6.37,25.4,27.1
2500-4322,2500,5/26/2022,23.8,14.7,21.3,26.1,13.6,45.4,8.49,21.1,28.1
3400-4323,3400,5/26/2022,25.9,26,54.2,36.7,10.6,25.6,20.4,23.7,35.3
3600-4324,3600,5/26/2022,24.8,23.3,15,29.9,13.9,16,17.1,20.4,25.5
4400-4325,4400,5/26/2022,23.8,9.27,-1.09,30.6,6.33,97.1,71.2,23.6,39.5
900-4326,900,5/27/2022,21.7,30.1,18.4,30.3,23.5,1.79,4.72,24.9,25.7
2500-4327,2500,5/27/2022,25,15.4,24.2,25.8,15.1,46.6,9.95,21.4,27.1
3400-4328,3400,5/27/2022,26.7,26.4,51.6,37.8,13.1,29.6,18.7,25.5,36.4
3600-4329,3600,5/27/2022,24.9,23.2,16.4,29.7,16.3,16.4,15.8,21.4,25.3
4400-4330,4400,5/27/2022,23.1,12.6,-1.9,33.8,9.14,71.7,65.2,24.2,38.1
900-4331,900,5/28/2022,21.3,26.6,18.6,32,24.6,1.65,1.68,25.7,26.3
2500-4332,2500,5/28/2022,26.1,15.4,20.3,28,16.5,49.6,9.3,22.3,27.5
3400-4333,3400,5/28/2022,27.2,24.7,53.5,38.4,15.6,30,19.6,27.2,37.4
3600-4334,3600,5/28/2022,24.9,22,18.7,30,17.7,16.5,14.6,21.9,25.2
4400-4335,4400,5/28/2022,24.2,13.7,-8.15,40.8,12.2,54.9,91.9,28.7,43.8
900-4336,900,5/29/2022,21.2,26.4,22.5,33.7,26.6,-0.0056,0.524,27.3,27.7
2500-4337,2500,5/29/2022,25.5,16.6,22.8,27.7,16.8,48.3,3.73,23,28.5
3400-4338,3400,5/29/2022,26.6,24.6,57.6,37.4,16.8,27,17.4,27.2,36.5
3600-4339,3600,5/29/2022,23.6,21.6,19,27.3,16.9,19.2,13.3,20.7,23.6
4400-4340,4400,5/29/2022,22.6,13,-3.55,35.6,12.3,51.1,72.4,27.7,41.1
900-4341,900,5/30/2022,25.1,33.8,33.6,32.5,30.2,7.76,8.01,27.2,25.3
2500-4342,2500,5/30/2022,24.5,15.6,34.1,20.7,14.3,60.7,2.11,18.6,22.3
3400-4343,3400,5/30/2022,26.2,23.1,58.9,32.8,13.7,33,22.7,23.1,31.6
3600-4344,3600,5/30/2022,22.5,20.8,20.3,21.1,15.8,17.3,13.5,16.7,17.4
4400-4345,4400,5/30/2022,24.8,11.2,-2.73,28.9,10.2,80.9,65,25.1,38
900-4346,900,5/31/2022,21.8,27.8,30.8,34.5,30.5,-0.0009,-8.19,30.2,29.9
2500-4347,2500,5/31/2022,27.6,20.1,28.8,29.7,23.2,41.8,7.98,27.9,32.1
3400-4348,3400,5/31/2022,27.8,28,60.2,41.1,23.6,29.5,17.3,31.3,38.1
3600-4349,3600,5/31/2022,26,24.3,27.5,30.2,22.4,17.6,16.3,26,28.7
4400-4350,4400,5/31/2022,19.1,13.4,-33.6,35,16.5,44.8,111,28.7,39.7
900-4351,900,6/1/2022,23.9,28,26.5,35.1,33.3,4.89,-2.96,32.5,31.9
2500-4352,2500,6/1/2022,29.8,19.5,21.7,31.2,25.7,42.2,10.8,31,35.7
3400-4353,3400,6/1/2022,29.8,27.3,45.9,43.1,26.2,27.5,21.5,34.1,41.1
3600-4354,3600,6/1/2022,27.4,22.2,20.7,30.2,23.4,20.2,17.9,27.3,30.3
4400-4355,4400,6/1/2022,18.4,10.2,-23.8,34.7,22.6,10,140,28.7,33.5
900-4356,900,6/2/2022,24.4,24.4,34.7,30.7,32.8,11.6,-2.47,31,29.8
2500-4357,2500,6/2/2022,29.7,19.9,23.4,30.6,24.1,40.7,8.84,30.9,37.2
3400-4358,3400,6/2/2022,29.5,24.6,46.1,40.8,23,29.2,22.9,31.5,39.1
3600-4359,3600,6/2/2022,27.8,21,23.4,29.4,20.8,24.7,18.1,26.4,30.7
4400-4360,4400,6/2/2022,18.3,5.25,-24.8,32.7,22.2,-9.07,127,28.9,34.2
900-4361,900,6/3/2022,24.3,21.5,30.8,28.2,29.7,12.9,0.482,28.4,27.5
2500-4362,2500,6/3/2022,27.7,20.2,26,28.1,19.6,35.7,5.06,27.3,34.3
3400-4363,3400,6/3/2022,28.5,24.3,42.2,38.5,19.5,26.6,21.7,29,37.3
3600-4364,3600,6/3/2022,27.7,21.1,25.6,27.4,17.5,23.9,17.8,23.7,28.5
4400-4365,4400,6/3/2022,16.8,3.03,-19.6,25.7,15.9,-14.3,119,23.4,29.5
900-4366,900,6/4/2022,25.8,27.1,32,27.5,30.4,15.5,3.32,27.4,25.5
2500-4367,2500,6/4/2022,26.4,20.2,27.4,24.9,16.9,41.1,1.37,24.6,31.7
3400-4368,3400,6/4/2022,27.9,25.7,42.9,36.7,17.1,26.8,20.5,26.3,34.5
3600-4369,3600,6/4/2022,26.3,20.4,21.5,25.6,15.3,24.5,17.6,21.5,26.4
4400-4370,4400,6/4/2022,18.7,1.7,-17.3,21.6,16,39.6,62.5,22.6,27.8
900-4371,900,6/5/2022,25.5,25.5,27,26.7,28.5,18.8,1.79,25.9,24.3
2500-4372,2500,6/5/2022,27.5,19.3,22.6,23.8,17.4,42.1,5.14,24.1,30.3
3400-4373,3400,6/5/2022,28,24.5,42.7,36.6,15.5,27.9,20.7,24.9,33.2
3600-4374,3600,6/5/2022,27,21.1,22,25.8,15,24.9,17.3,21.1,25.9
4400-4375,4400,6/5/2022,22.7,0.365,-16.1,24.9,14.3,-8.22,91.5,22,28.4
900-4376,900,6/12/2022,22.3,27,5.6,31.4,32.9,17.2,-5.13,29.8,27.9
2500-4377,2500,6/12/2022,26.2,19.6,16.9,30.7,20.6,32,2.51,29.1,37.2
3400-4378,3400,6/12/2022,26.4,25.7,39.4,43.6,20.4,16.7,14.8,29,36.7
3600-4379,3600,6/12/2022,26.4,25,23.4,34.3,20.4,13.4,8.04,27.9,33.8
4400-4380,4400,6/12/2022,26,-1.94,-30.9,27.4,23.8,1.13,56,37.9,51.1
900-4381,900,6/19/2022,19,20.4,6.8,39.3,33.4,11.2,-8.17,30,27.9
2500-4382,2500,6/19/2022,25.8,13.8,14.2,36.5,19.3,40,0.184,30.9,42.1
3400-4383,3400,6/19/2022,27.1,22.4,40.3,46.9,19,22,19.6,31.1,42.1
3600-4384,3600,6/19/2022,27.9,20.3,30.1,36.1,21.1,18.5,23.5,29.3,36
4400-4385,4400,6/19/2022,32.7,-1.83,30.2,47.6,15.5,-31.1,62.1,42.1,68.4
900-4386,900,6/26/2022,19.4,27.7,16.9,32.2,29.5,13.2,-0.58,24.2,20.9
2500-4387,2500,6/26/2022,25.3,11.7,19.7,25,21.5,28.2,7.77,27.3,32.9
3400-4388,3400,6/26/2022,27,22.9,41.3,40.9,17.8,18.7,21.6,29.1,39.5
3600-4389,3600,6/26/2022,26.1,20.4,25.3,32.4,20.3,11.9,20.6,26.5,31.6
4400-4390,4400,6/26/2022,30.9,4.14,50.4,34.5,10.5,-39.6,78.2,27.7,44.9
900-4391,900,7/3/2022,24.1,11.6,19.9,23,36.8,19.4,-6.33,27,21
2500-4392,2500,7/3/2022,29,6.61,33,24.2,26.4,23,9.46,26.5,26.6
3400-4393,3400,7/3/2022,29,13.6,60.3,35.9,23.2,18.1,24.5,30.2,36.7
3600-4394,3600,7/3/2022,28.4,11.1,34.4,27.4,23.2,22.2,25.4,27,30.1
4400-4395,4400,7/3/2022,15.8,-2.81,22.4,28.6,23.6,22.6,63.4,30.8,37.6
900-4396,900,7/10/2022,16.4,23.8,5.55,13.4,14.2,19.4,1.7,12.6,11.5
2500-4397,2500,7/10/2022,24.4,21.6,-9.75,28.5,6.83,53.7,4.29,20.1,35
3400-4398,3400,7/10/2022,24.3,24.3,22.2,33.2,8.46,25,8.19,22.1,35.3
3600-4399,3600,7/10/2022,24.3,21.7,8.88,29.3,7.42,32.1,11.3,19.2,29.9
4400-4400,4400,7/10/2022,34.3,13.5,-14.3,10.1,1.42,34.5,182,16.4,31.8
900-4401,900,7/17/2022,23.4,19.7,17.2,27.1,25.2,13.3,-0.586,23.8,22.8
2500-4402,2500,7/17/2022,24.4,11.5,16.2,26.6,19.3,26.3,0.285,25.8,32.6
3400-4403,3400,7/17/2022,28.8,19.8,49.8,38.7,15.8,24.7,21.2,28.4,40.4
3600-4404,3600,7/17/2022,26.8,19.2,36,29.2,19,12.8,12.6,24.1,28.3
4400-4405,4400,7/17/2022,28.7,3.25,4.08,26.8,19.9,6.44,42.2,22.2,24.4
900-4406,900,7/24/2022,22.2,15.5,14.6,33.4,26.7,36.6,-2.05,27.4,27.8
2500-4407,2500,7/24/2022,27.5,12.8,11.5,38,19.7,45.3,2.03,28,37.2
3400-4408,3400,7/24/2022,28.6,18.5,40.9,46.6,19.7,23.6,22.1,31.5,42.8
3600-4409,3600,7/24/2022,26.6,18.2,18.6,37.2,21.3,16.8,15.4,28,33.8
4400-4410,4400,7/24/2022,27.1,-2.49,-3.91,20.3,25.4,35.8,68.9,36.5,47.3
900-4411,900,7/31/2022,20.2,26.3,-2.06,29.6,29.9,13.6,-9.04,28.2,27.1
2500-4412,2500,7/31/2022,24.7,15.5,-2.07,33.3,24.9,38.2,-6.64,30.3,35.9
3400-4413,3400,7/31/2022,25.3,22.1,27.6,41.8,22.2,24,11.5,32,41.3
3600-4414,3600,7/31/2022,25.9,23.2,13.1,39.3,23.1,28.1,15.1,31.6,39
4400-4415,4400,7/31/2022,31.3,0.799,-25.4,29.6,39.2,19.8,68,40.4,41.6
900-4416,900,8/7/2022,22.8,11.9,28.9,27.3,24.5,8.39,-8.73,24,23.6
2500-4417,2500,8/7/2022,33.7,17.4,28.4,34.6,25.1,44.5,21.9,30.3,35.6
3400-4418,3400,8/7/2022,31.7,14.1,55.5,40.3,18.3,27.1,31.4,29.8,40.7
3600-4419,3600,8/7/2022,29.1,15.2,33.8,28.9,19.7,18.4,24.3,24.5,28.5
4400-4420,4400,8/7/2022,36.5,-3.73,1.35,12.4,24.7,21.5,87.9,24.2,24
900-4421,900,8/14/2022,21.4,22,26.3,25.2,34.2,15.3,-19.8,28.3,24.7
2500-4422,2500,8/14/2022,26.1,21.6,9.3,37.4,25.1,24,8.29,31.8,37.5
3400-4423,3400,8/14/2022,26.8,21.4,46.1,38.9,21.4,16.5,26,29.4,36.9
3600-4424,3600,8/14/2022,27.1,18.4,24.2,29.9,21.2,15.9,23.4,28.2,34
4400-4425,4400,8/14/2022,38.3,11.5,8.85,-5.06,16.5,-15.7,37.4,13.2,11
900-4426,900,8/21/2022,24.3,26.3,28.3,20.2,25.7,18,-2.58,23.1,21.4
2500-4427,2500,8/21/2022,30.8,25.9,26.4,29,24.3,45.8,13.8,29.1,33.8
3400-4428,3400,8/21/2022,28.7,19.7,55.3,37.1,18.6,34.1,20.8,27.7,36
3600-4429,3600,8/21/2022,28.5,19.9,36.4,27.1,21.9,32.9,23.7,26.4,30.2
4400-4430,4400,8/21/2022,28.4,2.1,13.4,8.26,9.65,35.4,12.3,18,26
900-4431,900,8/28/2022,20.3,14,24.4,28.6,24.5,14.4,-5.77,25.1,25.4
2500-4432,2500,8/28/2022,29.8,22.6,24.6,38.3,24.1,45.6,17.2,28.4,32.4
3400-4433,3400,8/28/2022,27.2,17.9,52.5,40,19.4,27.4,20.5,28.2,36.3
3600-4434,3600,8/28/2022,26.2,17.3,26.2,28.2,20.1,26.4,23.2,24.5,28.1
4400-4435,4400,8/28/2022,23.9,2.34,19.1,17.4,10.2,11.5,26.4,18.4,26.2
900-4436,900,9/4/2022,21.8,19.5,8.44,29.4,23.9,13.7,-3.94,26.2,27.7
2500-4437,2500,9/4/2022,29,14.1,5.6,30.2,23.6,49.8,9.37,29.9,36
3400-4438,3400,9/4/2022,28.9,15.6,34.2,38.4,20,25,25.9,28.4,36
3600-4439,3600,9/4/2022,28.6,15.5,26.8,27.3,20.2,29.8,25.9,24.8,28.4
4400-4440,4400,9/4/2022,29.3,5.67,-6.73,24.1,22.9,37.6,156,27.5,31.9
900-4441,900,9/11/2022,20,24.9,9.1,28.4,26.8,24.9,-1.45,24.3,22.7
2500-4442,2500,9/11/2022,23.2,17.2,9.91,31.8,23.5,49.6,7.78,28.5,33.4
3400-4443,3400,9/11/2022,25.5,24.7,35.5,39.2,18.6,20.4,22,29.1,38.7
3600-4444,3600,9/11/2022,25.6,23.3,29.5,25.1,22.6,16.8,19.3,27,30.6
4400-4445,4400,9/11/2022,35.5,-1.39,-3.25,28.5,24.3,107,86.9,35.7,46.3
900-4446,900,9/18/2022,18.2,23.3,25.4,23.7,25.7,17,-0.573,24.4,23.4
2500-4447,2500,9/18/2022,28,15.9,34.2,38.3,20.9,46.2,21,30.1,39.6
3400-4448,3400,9/18/2022,29.2,22.3,55.5,45.4,17.1,28.2,34,30.9,44
3600-4449,3600,9/18/2022,27.1,21.2,32.6,30.7,20.4,23.7,17.5,25.2,29.2
4400-4450,4400,9/18/2022,41.7,13.6,23.2,41.2,11.8,-35.7,187,39.8,72.1
900-4451,900,9/25/2022,21.2,18.5,50.2,32.5,29.1,6.09,1.63,25.7,23.4
2500-4452,2500,9/25/2022,27.6,19.2,16,43.3,26.9,34.7,22.8,34.2,41.7
3400-4453,3400,9/25/2022,28.4,20.4,47.8,43.4,20.8,24.3,25.9,31,40.5
3600-4454,3600,9/25/2022,27.6,19,31.5,36,24.2,22.9,16.2,28.3,31.7
4400-4455,4400,9/25/2022,20.3,6.03,3.63,24,25.8,-3.06,27.6,30.4,34.8
900-4456,900,10/2/2022,18.8,13.8,10.9,34.7,29.7,12.7,-16.3,30.6,31.1
2500-4457,2500,10/2/2022,26.1,15.9,-4.09,37,25.1,44.8,14.9,30.7,36.1
3400-4458,3400,10/2/2022,28.1,19.2,23.1,48.4,21,24.3,18.9,34.4,47.1
3600-4459,3600,10/2/2022,26,19.4,14.1,29.4,23.8,20,13.6,28.3,32.1
4400-4460,4400,10/2/2022,34.7,11.6,-9.99,15.4,1.34,27.9,212,22.5,45.9
900-4461,900,10/9/2022,24.6,15.5,20.5,23.5,27.9,24.9,4.3,24.3,22.1
2500-4462,2500,10/9/2022,29.4,14.5,24.2,31.9,24.5,42,29.7,31.1,37.3
3400-4463,3400,10/9/2022,29.2,22.1,50.3,43.3,20.1,27.2,26.9,29.9,39
3600-4464,3600,10/9/2022,29.5,14.6,37,32.6,23,33.8,40,27.6,31.2
4400-4465,4400,10/9/2022,28.8,-12.1,47.4,3.55,11.8,51.2,147,13.9,16
900-4466,900,10/16/2022,24.2,17.5,21,30.5,31.4,17.4,-7.04,31.7,31.9
2500-4467,2500,10/16/2022,30.7,16.6,19.1,35.1,21.9,47,21.3,29.3,37
3400-4468,3400,10/16/2022,29.2,22.6,47.7,37.6,18.3,31.4,30.2,29.2,39.4
3600-4469,3600,10/16/2022,27.9,16.9,38.6,30.4,21.4,25.3,24.2,27.6,32.7
4400-4470,4400,10/16/2022,31.4,8.34,13.2,18.6,19.7,6.58,100,22.7,25.5
900-4471,900,10/23/2022,22.6,17.3,26.7,27,31.5,9.71,12.6,28.8,27
2500-4472,2500,10/23/2022,33,20.5,31,30.9,23.5,39.8,26.4,32.1,40.9
3400-4473,3400,10/23/2022,30.1,19.1,62.4,45.9,17.9,29.3,27.1,31.8,45
3600-4474,3600,10/23/2022,28.6,16.8,45.3,33.5,22,18.7,23.8,28.7,34.3
4400-4475,4400,10/23/2022,37.7,5.84,-9.8,63.6,31,39.2,68.3,28.8,27.6
900-4476,900,10/30/2022,18.1,21.1,-0.119,28.3,33.4,3.73,-5.22,28.4,25.1
2500-4477,2500,10/30/2022,26,22.5,2,37.4,26.9,48.2,8.17,33.1,39.3
3400-4478,3400,10/30/2022,24.9,22.9,21.8,41,22,19.9,15.7,31,39.3
3600-4479,3600,10/30/2022,23.8,22.5,11.6,32.8,24.7,20.4,11.2,29.5,33.5
4400-4480,4400,10/30/2022,20.7,17.4,-12.2,17.3,22.9,9.41,82.2,22.3,22.1
900-4481,900,11/6/2022,20.7,16.4,55,7.85,26.2,32.8,9.18,13.6,6.44
2500-4482,2500,11/6/2022,31.6,15,61.3,26.2,27.1,60.2,14.1,29,30.8
3400-4483,3400,11/6/2022,28.7,14,62.8,25.2,16.3,27,32.8,20.2,24
3600-4484,3600,11/6/2022,27.9,17.8,49,14,18.1,19.1,24.3,18.7,19.1
4400-4485,4400,11/6/2022,25.1,-8.94,14.4,1.27,27.1,-17.6,123,40.5,51.2
900-4486,900,11/13/2022,21.1,26.8,42,21.5,33.6,15.5,-5.91,28.5,25.4
2500-4487,2500,11/13/2022,27,25.7,16.5,28.5,18.3,42.6,15.6,27.5,36.3
3400-4488,3400,11/13/2022,28.5,35,57.8,36.6,18.6,20.9,33,27.9,36.2
3600-4489,3600,11/13/2022,26,23,32.4,25.5,23.5,25.9,16.6,27.1,29.9
4400-4490,4400,11/13/2022,23.4,18.4,-24.4,24,21.1,-12.2,93,19.1,17.9
900-4491,900,11/20/2022,24.5,18.6,66.1,23.7,26.8,21.8,1.67,25.3,24.3
2500-4492,2500,11/20/2022,32.8,21.2,67.4,41.3,24,57.7,26.4,33.6,43.5
3400-4493,3400,11/20/2022,31,21.1,70.8,41.8,22.3,27.3,30.4,30.7,38.3
3600-4494,3600,11/20/2022,29.5,19.8,36.3,36.6,23.4,26.7,26.7,30.1,35.5
4400-4495,4400,11/20/2022,24.2,5.1,35,16.1,11.9,33.8,235,16.8,21.2
900-4496,900,11/27/2022,18.3,16.3,14.3,21.1,18.9,9.13,-2.24,20.3,20.9
2500-4497,2500,11/27/2022,25.4,22.4,7.33,35,19.8,18.4,17.6,28.2,35
3400-4498,3400,11/27/2022,22.8,23.8,26.8,33.2,14.8,14.7,21.1,22.5,28.6
3600-4499,3600,11/27/2022,23.4,26,25.1,27.9,18.3,27.4,20.9,23.1,26.2
4400-4500,4400,11/27/2022,19.2,0.806,-8.46,26.2,9.33,-20.9,115,14.7,19.1
900-4501,900,12/4/2022,19.5,12.7,39.1,10.7,27.9,36.6,-2.52,17.3,12.6
2500-4502,2500,12/4/2022,29.8,15.5,34.6,25.9,29,60.4,32.5,28.6,28.2
3400-4503,3400,12/4/2022,27.1,19.2,56,25.6,18.9,36,36,22.6,25.9
3600-4504,3600,12/4/2022,24.1,18.6,40,15.1,19.6,28.6,19.3,18.4,17.7
4400-4505,4400,12/4/2022,22.8,2.43,-12.2,1.12,19.6,28.2,123,10.4,6.13
900-4506,900,12/11/2022,20.6,18.7,20.1,13,27.4,25.7,5.41,19.5,15.5
2500-4507,2500,12/11/2022,25.7,16.4,18,19.5,24.4,57.2,14.3,23.1,22
3400-4508,3400,12/11/2022,24.8,21,57.5,23.8,16,29.1,30.6,21.7,26.5
3600-4509,3600,12/11/2022,22.7,18.7,32.3,16.4,19.8,25.1,18.5,18.9,18.4
4400-4510,4400,12/11/2022,23.3,9.04,8.3,15.1,16.6,10.3,126,16.7,17.2
900-4511,900,12/18/2022,20.9,22.4,25.3,17.3,18.9,36.6,4.61,15.1,12.8
2500-4512,2500,12/18/2022,25.8,18.8,15.3,17.2,18.2,63.1,25.7,21.1,23.3
3400-4513,3400,12/18/2022,23.8,21.4,46,23.3,10.8,34.4,30.8,17.1,22.3
3600-4514,3600,12/18/2022,23.1,18.2,35.7,17.7,14.1,29.5,26.4,16.5,18.3
4400-4515,4400,12/18/2022,15.3,-4.36,-57.2,8.85,13.3,-7.51,60.1,12.5,12.3
900-4516,900,12/25/2022,28.4,-4.66,14.1,36.8,40.3,65.6,5.57,33.3,28.4
2500-4517,2500,12/25/2022,36.7,3.78,9.45,54.3,40.1,79.8,22.7,44.7,49.4
3400-4518,3400,12/25/2022,35.5,1.86,31.2,58.7,35,65.6,18.2,43.7,51.9
3600-4519,3600,12/25/2022,35.8,4.45,17.1,48.2,42.3,80.2,19.4,42.8,43.3
4400-4520,4400,12/25/2022,33.4,-17.9,-18,28.3,16,124,139,28.9,43.4
900-4521,900,1/1/2023,26.3,28.7,34.1,0.706,8.28,38.4,33.7,4.59,1.99
2500-4522,2500,1/1/2023,32.8,31.3,41.6,12.7,11.6,81,49,14.6,17.6
3400-4523,3400,1/1/2023,30.5,30.4,59.6,15.9,8.31,51.1,45.5,14.4,20.3
3600-4524,3600,1/1/2023,31.3,30.3,35.6,13.3,12.1,55,44.1,14.6,16.8
